,mean,std
0.0,0.0018082338320999992,0.013032522756926736
0.0005022601707684581,-0.0038156900043523306,0.024024033372059907
0.0010045203415369162,-1.914967379500008e-05,0.007807520054078147
0.0015067805123053742,0.00024082448893999995,0.00523601960384262
0.0020090406830738324,-0.0006252468246299998,0.006984884369506753
0.0025113008538422904,0.0012856944513,0.01712108974190313
0.0030135610246107484,-0.00044269271960714325,0.017951442599409603
0.0035158211953792064,-7.828143105000043e-05,0.01080884033860162
0.004018081366147665,-0.0010293426596849997,0.011247003519379331
0.004520341536916122,-0.000247340660925,0.010021565130673314
0.005022601707684581,0.0008463419463500003,0.009776261915648673
0.0055248618784530384,-0.0011930001385699995,0.021733009157484644
0.006027122049221497,-0.0002223853704799993,0.008951867455623857
0.006529382219989954,0.0011421012562500006,0.014486829639082021
0.007031642390758413,-0.0005751950782446808,0.013766818217932828
0.0075339025615268704,-0.0010723675078918916,0.01448270530705366
0.00803616273229533,0.00021973893777084985,0.00823711947214485
0.008538422903063787,3.0052827912087797e-05,0.016385673179436025
0.009040683073832243,0.0004209892520249997,0.004498312565557137
0.0095429432446007,-0.002761704545625669,0.02144734158920029
0.010045203415369162,-0.0006168831706549999,0.009768595173629465
0.010547463586137621,-0.0005722298076500008,0.023215093379722954
0.011049723756906077,0.00022254802197999994,0.008738801213170135
0.011551983927674536,-0.0019956380120900014,0.016246054024153897
0.012054244098442994,9.413334907499966e-05,0.010700961634420672
0.012556504269211451,0.0010369742672030498,0.009687717955069928
0.013058764439979907,0.001333774604825001,0.01389660323142972
0.013561024610748368,0.0017160291667857148,0.011634402858121536
0.014063284781516826,-0.0011910416618900004,0.008665788460704075
0.014565544952285285,0.0009230972144999997,0.010667451717270938
0.015067805123053744,0.0003519391565500001,0.011581377516906789
0.0155700652938222,-0.0006706803764999998,0.011721625341348057
0.01607232546459066,0.0014784412384249996,0.008641824408611542
0.016574585635359115,0.0037352535514649982,0.0251044281260377
0.017076845806127575,0.0011442793774500005,0.016667610943310637
0.01757910597689603,5.2185283545917935e-05,0.007760841557603836
0.01808136614766449,0.0001066140320650005,0.012494266863720004
0.01858362631843295,-0.0001718703956809998,0.0053198462883327965
0.0190858864892014,0.0015259649729543133,0.008417105964224092
0.019588146659969864,0.0005300796903999997,0.010945190316815121
0.020090406830738324,-0.0007251673565599999,0.009579197039315913
0.020592667001506783,-0.0006568052875000003,0.009157785580978234
0.021094927172275242,0.001258690973400001,0.00987526657730101
0.021597187343043698,0.0005695079921419493,0.008982614853707355
0.022099447513812157,0.000774923145459184,0.02134621187028968
0.022601707684580613,-0.0011239480550350013,0.013811042168712317
0.023103967855349072,0.00019636391109836132,0.011347098416486397
0.023606228026117528,0.0006843657369250001,0.011440624986471578
0.024108488196885988,0.0010679732907999998,0.015472526654892758
0.024610748367654443,0.0015555825469550006,0.009795618464616946
0.025113008538422903,-0.00017116658994999992,0.022846750363054072
0.02561526870919136,0.00010003445627500007,0.015199178150354818
0.026117528879959814,-0.00032679604903500004,0.004292966377247355
0.02661978905072828,-0.00032700788278947366,0.002224429467631211
0.027122049221496736,0.001059697649433673,0.01617325143438041
0.027624309392265192,0.0005107184157199999,0.00538291750608943
0.02812656956303365,0.00028618982969999996,0.010255226668816075
0.02862882973380211,-0.000502163131705,0.007664268765352992
0.02913108990457057,-0.0025119718252899987,0.021952781977824007
0.029633350075339026,0.0023484061120000004,0.014673147851185429
0.030135610246107482,0.00020255589202500008,0.007692036462235874
0.030637870416875938,0.001131692051265,0.010967070528188549
0.0311401305876444,-0.000496798219525,0.00670672961672986
0.03164239075841286,0.0013741855446759998,0.011795747959482572
0.03214465092918132,0.0006868818954945059,0.020441107623777217
0.03264691109994977,-0.0005200566517200003,0.01263997286741716
0.03314917127071823,0.0009326771507500004,0.016541121258335418
0.03365143144148669,-0.0006187336287500004,0.014466985639980084
0.03415369161225515,0.0011686268974093268,0.011939857994439073
0.034655951783023616,0.00024412979490000017,0.01018100340644113
0.03515821195379206,0.0016315480473979578,0.011717756352290293
0.03566047212456052,-0.000242694309225,0.014794567247322069
0.03616273229532898,-0.00033389594120000006,0.018298630603769725
0.03666499246609744,0.0007573953330500002,0.016514525262158797
0.0371672526368659,-0.00024119149421243538,0.008666115540014367
0.037669512807634364,0.00032131831792,0.0067269165802351155
0.03817177297840281,0.002856706872073999,0.017160959968050633
0.03867403314917127,0.00011393442482989613,0.019589119110644353
0.03917629331993973,1.3928147335000187e-05,0.01098828218105237
0.03967855349070819,0.00052659949076,0.01691767860031142
0.04018081366147665,-0.0008309525443608244,0.012420598843896192
0.04068307383224511,-0.0015946682107650266,0.01572193304175521
0.041185334003013566,-0.0005854410481464647,0.011543767762177441
0.04168759417378202,-0.00016864572020000012,0.020662015257972947
0.042189854344550484,0.00027530828803499976,0.01537990139885783
0.04269211451531894,-0.0012952152316649999,0.011098793842975605
0.0431943746860874,0.0031208498059499996,0.012758000454640648
0.04369663485685585,0.0018337438620752672,0.015678460201228633
0.044198895027624314,7.943671849246228e-05,0.010136697361574288
0.04470115519839277,-0.0008778878464736838,0.01329248069031898
0.045203415369161226,-0.0005895372277499999,0.00980637217838288
0.045705675539929685,3.6806586594999774e-05,0.017619841750601363
0.04620793571069815,-0.00022826149805025124,0.0014430650802639043
0.0467101958814666,0.00032499866578680216,0.011646395562517634
0.047212456052235056,-0.0042820135993500005,0.02662315070603216
0.047714716223003516,-4.0268120549999746e-05,0.011682619633178645
0.048216976393771975,-0.00016466547288461524,0.011256648103939207
0.048719236564540434,0.0017210377489500002,0.011701633581010125
0.04922149673530889,-3.196393250000023e-05,0.01087065491028237
0.04972375690607735,-7.912176576842109e-05,0.007113129861860005
0.050226017076845805,-0.0002716939288799999,0.009295379542424903
0.050728277247614265,-0.0002101029972000007,0.013434853783654237
